title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
Failed States: The Abuse of Power and the Assault on Democracy,Noam Chomsky,4731.0,251.0,3.99,311.0,English,0,63.0,190.0,952.0,2065.0,1461.0,2007.0,4.0,3.0,0,1
A Year Down Yonder,Richard Peck,27160.0,1846.0,4.11,160.0,English,1,524.0,1105.0,4804.0,9136.0,11591.0,2002.0,11.0,21.0,1,1
Guardians,L.C. Conn,236.0,5.0,4.22,364.0,?,1,0.0,0.0,34.0,117.0,85.0,2018.0,9.0,30.0,1,0
Sentinels: Book 1 Part 1 of The One True Child Series,L.C. Conn,272.0,14.0,4.25,219.0,?,1,0.0,1.0,30.0,142.0,99.0,2017.0,1.0,29.0,1,0
The Fire Next Time,James Baldwin,35417.0,2852.0,4.5,106.0,English,0,177.0,464.0,2744.0,9965.0,22067.0,1992.0,12.0,1.0,0,1
The Reader of Acheron,Walter Rhein,100.0,32.0,4.6,412.0,English,1,0.0,2.0,7.0,20.0,71.0,2014.0,1.0,6.0,0,0
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,1943.0,163.0,4.12,288.0,English,0,30.0,71.0,358.0,662.0,822.0,1989.0,11.0,29.0,0,1
Maybe Someday,Colleen Hoover,151430.0,16267.0,4.29,385.0,English,1,2438.0,5480.0,18979.0,43030.0,81503.0,2014.0,3.0,18.0,0,0
Slaves of New York,Tama Janowitz,3459.0,139.0,3.44,278.0,English,0,188.0,439.0,1150.0,1023.0,659.0,2005.0,12.0,1.0,1,1
Where She Went,Gayle Forman,244661.0,19670.0,4.03,297.0,English,1,3484.0,12677.0,49591.0,85675.0,93234.0,2011.0,4.0,5.0,1,0
Without,Brian Dennis Hartford,157.0,9.0,4.22,318.0,?,0,0.0,0.0,21.0,80.0,56.0,2017.0,12.0,5.0,1,0
The Letters of Vincent van Gogh,Vincent van Gogh,67158.0,318.0,4.02,528.0,English,0,3163.0,4029.0,11506.0,18096.0,30364.0,1997.0,7.0,31.0,0,1
"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,76385.0,3251.0,4.19,499.0,English,0,746.0,2649.0,11750.0,27497.0,33743.0,2000.0,5.0,2.0,1,1
The Forest of Hands and Teeth,Carrie Ryan,78869.0,8653.0,3.59,310.0,English,1,5068.0,9621.0,19733.0,22728.0,21719.0,2009.0,7.0,22.0,0,1
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,93340.0,11894.0,4.09,359.0,English,0,1002.0,2827.0,16066.0,40292.0,33153.0,2017.0,4.0,18.0,0,0
These Broken Stars,Amie Kaufman,56780.0,8079.0,3.92,378.0,English,1,1740.0,3369.0,11711.0,20957.0,19003.0,2013.0,12.0,10.0,0,0
The Dharma Bums,Jack Kerouac,76641.0,2687.0,3.92,244.0,English,1,1687.0,4697.0,17060.0,27585.0,25612.0,1986.0,10.0,22.0,1,1
Wintergirls,Laurie Halse Anderson,103093.0,8733.0,3.98,278.0,English,0,2713.0,6390.0,20819.0,33528.0,39643.0,2009.0,3.0,19.0,1,0
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,31116.0,1595.0,3.93,348.0,English,0,1302.0,1836.0,5829.0,10922.0,11227.0,2005.0,9.0,17.0,0,1
If You Could See Me Now,Cecelia Ahern,36823.0,2160.0,3.86,306.0,English,0,909.0,2773.0,9093.0,11971.0,12077.0,2007.0,1.0,9.0,1,1
A Song for Arbonne,Guy Gavriel Kay,12098.0,562.0,4.2,509.0,English,0,115.0,379.0,1783.0,4564.0,5257.0,2002.0,11.0,5.0,1,1
Marriage by Law,N.K. Pockett,1808.0,188.0,4.2,566.0,?,0,76.0,113.0,211.0,384.0,1024.0,2014.0,9.0,27.0,0,1
Silent Pantheon,Eric Nierstedt,153.0,2.0,4.44,267.0,?,0,0.0,2.0,4.0,71.0,76.0,2019.0,7.0,1.0,0,0
Bird Box,Josh Malerman,110357.0,14650.0,4.02,262.0,English,1,1799.0,4902.0,20335.0,45127.0,38194.0,2014.0,5.0,13.0,1,1
The Chronicles of Neffie,A.L. Gibson,173.0,11.0,4.14,?,?,0,3.0,8.0,22.0,68.0,72.0,2018.0,2.0,2.0,1,0
The Grand Inquisitor,Fyodor Dostoyevsky,4487.0,207.0,4.36,32.0,English,0,35.0,130.0,566.0,1232.0,2524.0,2006.0,9.0,1.0,1,1
Five Quarters of the Orange,Joanne Harris,30211.0,2307.0,3.85,307.0,English,0,371.0,1637.0,7822.0,12734.0,7647.0,2002.0,6.0,4.0,1,1
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,11993.0,509.0,3.5,176.0,English,0,1449.0,1164.0,2718.0,3216.0,3446.0,1964.0,11.0,1.0,0,1
Claire,L.C. Conn,263.0,6.0,4.27,378.0,?,1,0.0,1.0,25.0,140.0,97.0,2018.0,7.0,5.0,1,0
Chesapeake,James A. Michener,21041.0,786.0,4.17,1024.0,English,0,171.0,574.0,3521.0,7935.0,8840.0,2003.0,9.0,9.0,1,1
I'm With You,Allie Frost,428.0,13.0,4.26,?,English,0,0.0,2.0,41.0,230.0,155.0,2016.0,9.0,26.0,1,0
Ringworld,Larry Niven,96273.0,3183.0,3.96,288.0,English,1,1422.0,5505.0,21407.0,35266.0,32673.0,2005.0,6.0,9.0,1,1
Hometown Girl After All,Kirsten Fullmer,705.0,15.0,4.28,354.0,?,1,0.0,7.0,76.0,336.0,286.0,2016.0,8.0,19.0,1,0
Death and the Dervish,Meša Selimović,6424.0,234.0,4.54,473.0,English,0,56.0,130.0,493.0,1376.0,4369.0,1996.0,8.0,14.0,1,1
Cracked Hearts,Linda Masemore Pirrung,118.0,50.0,4.25,266.0,English,0,15.0,3.0,5.0,10.0,85.0,2013.0,12.0,5.0,0,1
Ireland,Frank Delaney,8991.0,1285.0,4.02,651.0,English,0,145.0,446.0,1783.0,3372.0,3245.0,2006.0,2.0,28.0,1,1
The Well of Ascension,Brandon Sanderson,239922.0,12330.0,4.37,590.0,English,1,879.0,3641.0,24903.0,87986.0,122513.0,2007.0,8.0,21.0,1,0
Stillhouse Lake,Rachel Caine,87388.0,6898.0,4.11,301.0,English,1,2134.0,3471.0,13177.0,32347.0,36259.0,2017.0,7.0,1.0,1,0
Wicked Betrayal,Chelsea Luna,545.0,45.0,4.3,278.0,English,1,2.0,10.0,66.0,214.0,253.0,2012.0,10.0,22.0,0,0
Influence: The Psychology of Persuasion,Robert B. Cialdini,80769.0,3049.0,4.18,320.0,English,0,1619.0,3207.0,11807.0,26455.0,37681.0,2006.0,12.0,26.0,0,1
The Great Hunt,Robert Jordan,202309.0,4108.0,4.23,705.0,English,1,2009.0,5544.0,28255.0,75359.0,91142.0,1991.0,10.0,15.0,1,1
Call Me By Your Name,André Aciman,130219.0,15010.0,4.27,248.0,English,1,2288.0,5167.0,16404.0,38123.0,68237.0,2017.0,9.0,21.0,1,1
Beartown,Fredrik Backman,165035.0,20576.0,4.26,432.0,English,1,2332.0,5215.0,19791.0,57496.0,80201.0,2017.0,4.0,25.0,1,1
Educated,Tara Westover,428167.0,45168.0,4.48,334.0,English,0,2409.0,5786.0,31662.0,131703.0,256607.0,2018.0,2.0,20.0,0,0
The Boys from Brazil,Ira Levin,32349.0,752.0,4.06,312.0,English,0,271.0,992.0,6605.0,13219.0,11262.0,1976.0,2.0,12.0,1,1
Nothing Can Come Between Us,Cherlina Works,68.0,2.0,4.22,181.0,English,0,0.0,1.0,7.0,36.0,24.0,2015.0,7.0,1.0,1,0
I Will Wait for You: Eternal Bliss,Linda Masemore Pirrung,107.0,24.0,4.47,140.0,English,0,4.0,5.0,8.0,10.0,80.0,2006.0,11.0,17.0,0,0
The Ask and the Answer,Patrick Ness,66511.0,6190.0,4.21,536.0,English,1,836.0,2113.0,9735.0,23435.0,30392.0,2009.0,5.0,4.0,0,0
The Woman in Cabin 10,Ruth Ware,286253.0,25174.0,3.69,341.0,English,0,5716.0,22910.0,86824.0,110790.0,60013.0,2016.0,7.0,19.0,1,1
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,161510.0,24093.0,3.75,288.0,English,1,3091.0,12263.0,44345.0,64207.0,37604.0,2012.0,10.0,2.0,1,0
What Have You Done,Matthew Farrell,20227.0,1333.0,3.92,312.0,English,0,648.0,1241.0,4318.0,6930.0,7090.0,2018.0,10.0,1.0,1,1
The Fifth Season,N.K. Jemisin,99476.0,12510.0,4.31,468.0,English,1,1244.0,2637.0,10745.0,34582.0,50268.0,2015.0,8.0,4.0,1,0
The 48 Laws of Power,Robert Greene,61347.0,3318.0,4.18,452.0,English,0,1493.0,2739.0,8971.0,18185.0,29959.0,2000.0,9.0,1.0,0,1
A Love Story How God Pursued Me and Found Me: An Impossibly True Story,Samantha Ryan Chandler,297.0,49.0,4.14,130.0,English,0,5.0,4.0,52.0,119.0,117.0,2015.0,11.0,25.0,0,1
Little Fires Everywhere,Celeste Ng,415043.0,34845.0,4.11,338.0,English,0,3638.0,11799.0,66378.0,186029.0,147199.0,2017.0,9.0,12.0,1,0
Existentialism is a Humanism,Jean-Paul Sartre,20573.0,832.0,3.97,108.0,English,0,338.0,947.0,4568.0,7915.0,6805.0,2007.0,7.0,24.0,0,1
Sphere,Michael Crichton,153987.0,2873.0,3.79,371.0,English,0,2075.0,10528.0,44491.0,56934.0,39959.0,1997.0,6.0,23.0,1,1
Tidal Mist,Honor Donohoe,502.0,10.0,4.24,?,English,0,0.0,0.0,64.0,256.0,182.0,2018.0,4.0,17.0,1,0
The Rooster Bar,John Grisham,60981.0,5866.0,3.62,352.0,English,0,2096.0,6032.0,18548.0,20685.0,13620.0,2017.0,10.0,24.0,1,0
The Day of the Locust,Nathanael West,18820.0,727.0,3.76,208.0,English,0,500.0,1567.0,4917.0,6717.0,5119.0,1983.0,9.0,6.0,1,1
The Allegory of the Cave,Plato,2635.0,88.0,4.31,?,English,0,20.0,83.0,326.0,847.0,1359.0,?,?,?,0,0
Along for the Ride,Sarah Dessen,179844.0,6744.0,4.07,383.0,English,0,3281.0,8261.0,35304.0,59597.0,73401.0,2009.0,6.0,16.0,0,0
Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,17004.0,424.0,4.41,464.0,English,0,90.0,365.0,1826.0,4966.0,9757.0,1998.0,1.0,27.0,1,1
Without Feathers,Woody Allen,8767.0,415.0,3.96,224.0,?,0,145.0,394.0,1948.0,3431.0,2849.0,1986.0,2.0,12.0,1,1
The Sacred Band,Janet E. Morris,297.0,55.0,4.5,570.0,English,1,9.0,12.0,18.0,40.0,218.0,2010.0,4.0,5.0,1,0
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,8336.0,128.0,4.44,137.0,English,0,138.0,164.0,775.0,2074.0,5185.0,1994.0,2.0,1.0,1,0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,339011.0,24307.0,3.97,224.0,English,0,10220.0,20999.0,65726.0,115495.0,126571.0,2016.0,9.0,13.0,0,0
Slave,Sherri Hayes,7586.0,626.0,3.85,276.0,English,1,351.0,544.0,1603.0,2470.0,2618.0,2011.0,7.0,1.0,0,0
Out of Africa / Shadows on the Grass,Isak Dinesen,9934.0,381.0,4.24,462.0,English,0,101.0,274.0,1435.0,3474.0,4650.0,1989.0,10.0,23.0,0,1
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,27376.0,1972.0,4.2,427.0,English,0,449.0,830.0,4013.0,9492.0,12592.0,2007.0,4.0,1.0,0,1
Strong Poison,Dorothy L. Sayers,24304.0,1209.0,4.14,240.0,English,1,266.0,685.0,4223.0,9425.0,9705.0,1987.0,10.0,1.0,1,1
Warbreaker,Brandon Sanderson,95096.0,6881.0,4.26,688.0,English,1,483.0,1759.0,12632.0,38212.0,42010.0,2009.0,10.0,22.0,1,0
The Tell-Tale Heart,Edgar Allan Poe,50088.0,1669.0,4.23,54.0,English,0,351.0,1285.0,7861.0,17718.0,22873.0,1998.0,10.0,22.0,1,1
Marked,P.C. Cast,406691.0,13680.0,3.8,306.0,English,1,23464.0,37192.0,88524.0,106802.0,150709.0,2007.0,5.0,1.0,1,0
Mr. Perfect,Linda Howard,30123.0,1577.0,4.06,405.0,English,0,492.0,1298.0,5862.0,10646.0,11825.0,2003.0,7.0,1.0,0,1
White Collar Blackmail,Peter   Ralph,526.0,22.0,4.29,318.0,English,0,4.0,3.0,52.0,245.0,222.0,2015.0,10.0,20.0,1,0
The Glass Lake,Maeve Binchy,19850.0,829.0,3.92,704.0,English,0,149.0,819.0,5217.0,7880.0,5785.0,2005.0,6.0,29.0,1,1
Genghis: Birth of an Empire,Conn Iggulden,24720.0,1388.0,4.36,528.0,English,1,109.0,326.0,2592.0,9141.0,12552.0,2008.0,3.0,22.0,1,1
Tarzan of the Apes,Edgar Rice Burroughs,37508.0,2346.0,3.89,324.0,English,1,650.0,2257.0,9321.0,13460.0,11820.0,2003.0,9.0,1.0,1,1
The Children of Men,P.D. James,36725.0,2838.0,3.68,241.0,English,0,875.0,3182.0,10640.0,14233.0,7795.0,2006.0,12.0,5.0,1,1
Uncle Vanya,Anton Chekhov,15920.0,512.0,3.84,76.0,English,0,317.0,1087.0,4095.0,5764.0,4657.0,2006.0,6.0,7.0,1,1
Sister Carrie,Theodore Dreiser,35322.0,1388.0,3.75,580.0,English,0,1091.0,2887.0,9410.0,12340.0,9594.0,1991.0,2.0,1.0,1,1
The Girl With All the Gifts,M.R. Carey,171721.0,18849.0,3.94,461.0,English,1,3386.0,8950.0,35367.0,71076.0,52942.0,2014.0,6.0,19.0,1,1
The Bridge Across Forever: A True Love Story,Richard Bach,10588.0,440.0,3.88,400.0,English,0,345.0,754.0,2371.0,3442.0,3676.0,2006.0,11.0,21.0,1,1
This Lullaby,Sarah Dessen,166407.0,4979.0,4.03,345.0,English,0,3045.0,8852.0,34801.0,53419.0,66290.0,2004.0,3.0,8.0,1,1
The Pilot's Wife,Anita Shreve,84065.0,4310.0,3.52,304.0,English,1,2018.0,8791.0,30132.0,29650.0,13474.0,1999.0,3.0,30.0,1,1
In the Country of Last Things,Paul Auster,10412.0,755.0,3.87,188.0,English,0,215.0,612.0,2401.0,4221.0,2963.0,?,?,?,1,1
The Physician,Noah Gordon,33838.0,1844.0,4.37,720.0,English,1,236.0,739.0,3561.0,11061.0,18241.0,2001.0,7.0,1.0,1,1
Homage to Catalonia,George Orwell,35433.0,2170.0,4.14,232.0,English,0,269.0,976.0,5976.0,14406.0,13806.0,1980.0,10.0,22.0,0,1
Across the Universe,Beth Revis,108616.0,10165.0,3.77,399.0,English,1,4175.0,9051.0,26642.0,36052.0,32696.0,2011.0,1.0,11.0,1,0
Homicide: A Year on the Killing Streets,David Simon,14133.0,1025.0,4.38,646.0,English,0,118.0,309.0,1419.0,4565.0,7722.0,2006.0,8.0,22.0,0,1
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,25401.0,2835.0,4.2,352.0,English,0,276.0,789.0,4047.0,8729.0,11560.0,2000.0,7.0,22.0,0,1
Prince of Thorns,Mark  Lawrence,83157.0,6047.0,3.86,384.0,English,1,2958.0,5541.0,17779.0,30382.0,26497.0,2011.0,8.0,2.0,1,1
Sundays at Tiffany's,James Patterson,63546.0,5980.0,3.76,309.0,English,0,2143.0,5824.0,16550.0,19563.0,19466.0,2008.0,5.0,12.0,1,1
The Power of a Praying Husband,Stormie Omartian,1360.0,79.0,4.23,272.0,English,0,23.0,52.0,199.0,395.0,691.0,2014.0,2.0,1.0,0,1
The Power,Naomi Alderman,120315.0,15419.0,3.84,341.0,English,0,2464.0,8491.0,29086.0,45772.0,34502.0,2017.0,10.0,27.0,1,1
Lord of Chaos,Robert Jordan,116116.0,2330.0,4.12,1011.0,English,1,1062.0,4268.0,21381.0,41881.0,47524.0,1995.0,11.0,15.0,1,1
Selected Tales,Edgar Allan Poe,6530.0,111.0,4.19,406.0,English,0,50.0,190.0,1057.0,2397.0,2836.0,1994.0,10.0,22.0,1,1
The Black Obelisk,Erich Maria Remarque,8934.0,243.0,4.36,448.0,English,0,38.0,167.0,1070.0,2927.0,4732.0,1998.0,6.0,9.0,1,1
Kristin Lavransdatter,Sigrid Undset,8094.0,1065.0,4.28,1144.0,English,1,100.0,303.0,1066.0,2409.0,4216.0,2005.0,9.0,27.0,1,1
"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East",Sandy Tolan,9951.0,1485.0,4.06,400.0,English,0,179.0,452.0,1745.0,3833.0,3742.0,2007.0,5.0,1.0,0,1
Frankenstein,Mary Wollstonecraft Shelley,1049738.0,27977.0,3.79,335.0,English,0,33342.0,83512.0,265372.0,359529.0,307983.0,2003.0,10.0,22.0,1,1
The Assiduous Quest of Tobias Hopkins: Part Three: The Dutchman,James Faro,17.0,2.0,4.35,94.0,English,0,2.0,0.0,1.0,1.0,13.0,2015.0,3.0,7.0,0,0
Magician: Apprentice,Raymond E. Feist,75923.0,1621.0,4.17,485.0,English,1,1059.0,2782.0,12072.0,26343.0,33667.0,1994.0,1.0,1.0,1,1
Smile,Raina Telgemeier,144341.0,9046.0,4.23,224.0,English,1,3999.0,5715.0,20282.0,37504.0,76841.0,2010.0,2.0,1.0,0,1
Oranges Are Not the Only Fruit,Jeanette Winterson,50584.0,2568.0,3.74,176.0,English,0,1450.0,4062.0,13528.0,18864.0,12680.0,1997.0,8.0,20.0,1,1
The Bronze Bow,Elizabeth George Speare,18947.0,1692.0,3.96,256.0,English,0,568.0,1078.0,3857.0,6572.0,6872.0,1997.0,9.0,1.0,1,1
Shane,Jack Schaefer,9207.0,741.0,3.85,135.0,English,0,245.0,619.0,2283.0,3223.0,2837.0,2001.0,10.0,29.0,1,1
The Aleph and Other Stories,Jorge Luis Borges,27475.0,1047.0,4.38,210.0,English,0,230.0,740.0,2951.0,7968.0,15586.0,2004.0,7.0,27.0,1,1
Cell,Stephen King,178727.0,5591.0,3.65,449.0,English,0,6465.0,18802.0,51800.0,55224.0,46436.0,2006.0,12.0,22.0,1,1
Every Man Dies Alone,Hans Fallada,20996.0,2546.0,4.23,543.0,English,0,186.0,575.0,2753.0,8096.0,9386.0,2009.0,3.0,3.0,1,1
A Modest Proposal and Other Satirical Works,Jonathan Swift,14049.0,178.0,4.05,64.0,English,0,154.0,557.0,2962.0,5133.0,5243.0,1996.0,2.0,2.0,1,1
Replay,Ken Grimwood,26397.0,3111.0,4.16,311.0,English,0,291.0,971.0,4212.0,9777.0,11146.0,1998.0,7.0,22.0,1,1
The China-America Alliance: East Asian and American Cultural Values Promote Global Harmony,Jack C. Westman,15.0,6.0,4.8,476.0,English,0,0.0,1.0,0.0,0.0,14.0,2017.0,6.0,14.0,0,0
The Long Goodbye,Raymond Chandler,29605.0,1867.0,4.22,379.0,English,1,160.0,668.0,4496.0,11573.0,12708.0,1988.0,8.0,12.0,1,1
Orphan Train,Christina Baker Kline,339583.0,28287.0,4.16,278.0,English,0,2338.0,8334.0,52047.0,146261.0,130603.0,2013.0,4.0,2.0,1,0
The Power of Praying for Your Adult Children,Stormie Omartian,810.0,70.0,4.49,256.0,English,0,5.0,20.0,77.0,181.0,527.0,2014.0,2.0,1.0,0,1
The Far Pavilions,M.M. Kaye,38452.0,1244.0,4.21,958.0,English,0,376.0,1204.0,6198.0,12971.0,17703.0,1997.0,1.0,15.0,1,1
Prometheus Rising,Robert Anton Wilson,5464.0,310.0,4.26,284.0,English,0,65.0,190.0,745.0,1741.0,2723.0,2010.0,9.0,1.0,0,1
Defending Jacob,William Landay,236548.0,19211.0,3.98,421.0,English,0,3318.0,10119.0,48252.0,100702.0,74157.0,2012.0,1.0,31.0,1,0
The Samurai's Garden,Gail Tsukiyama,20728.0,1861.0,4.12,211.0,English,0,167.0,649.0,3623.0,8282.0,8007.0,1995.0,5.0,4.0,1,1
Coinman: An Untold Conspiracy,Pawan Mishra,251.0,130.0,3.9,230.0,English,0,19.0,16.0,41.0,69.0,106.0,2015.0,11.0,4.0,1,0
Flags of Our Fathers,James D. Bradley,47216.0,1529.0,4.19,382.0,English,0,843.0,1435.0,6993.0,16773.0,21172.0,2006.0,8.0,29.0,0,1
And Then Run,Eric Hublot,73.0,35.0,3.55,560.0,English,0,10.0,7.0,13.0,19.0,24.0,2013.0,8.0,21.0,1,1
Warm Bodies,Isaac Marion,97118.0,10444.0,3.92,256.0,English,1,1924.0,5696.0,22007.0,35843.0,31648.0,2012.0,12.0,25.0,1,1
The Change,C.M. Meridian,31.0,4.0,4.32,270.0,English,1,0.0,1.0,2.0,14.0,14.0,2016.0,6.0,20.0,0,0
Acclamation,Vee Hoffman,434.0,83.0,4.19,404.0,English,1,7.0,18.0,68.0,135.0,206.0,2012.0,10.0,9.0,0,1
The Paul Street Boys,Ferenc Molnár,9914.0,343.0,4.14,208.0,English,0,224.0,463.0,1511.0,3239.0,4477.0,1998.0,10.0,22.0,1,1
Healing Stone,Brock Booher,80.0,29.0,4.26,336.0,English,0,0.0,3.0,12.0,26.0,39.0,2014.0,4.0,8.0,1,1
The Call of the Wild/White Fang,Jack London,70860.0,582.0,4.1,292.0,English,0,1094.0,2970.0,13239.0,23870.0,29687.0,2006.0,7.0,14.0,1,1
Revealing Eden,Victoria Foyt,903.0,378.0,2.0,307.0,English,1,562.0,76.0,74.0,84.0,107.0,2012.0,1.0,10.0,1,1
The Liars' Club,Mary Karr,55527.0,2746.0,3.93,320.0,English,0,1150.0,3227.0,12375.0,20326.0,18449.0,2005.0,5.0,31.0,0,1
The Power of a Praying Parent,Stormie Omartian,4878.0,262.0,4.47,224.0,?,0,43.0,90.0,490.0,1160.0,3095.0,2014.0,2.0,1.0,0,1
Bloodlines,Lindsay Anne Kendal,928.0,83.0,3.7,320.0,English,1,87.0,93.0,177.0,227.0,344.0,2010.0,4.0,29.0,0,0
Girl Talk,Cassidy Storm,361.0,108.0,4.08,264.0,English,0,9.0,13.0,69.0,119.0,151.0,2018.0,2.0,14.0,0,0
The Truth,Terry Pratchett,50542.0,1280.0,4.27,336.0,English,1,197.0,761.0,7125.0,19683.0,22776.0,2002.0,2.0,21.0,1,1
The Language of Flowers,Vanessa Diffenbaugh,185002.0,19122.0,4.08,323.0,English,0,1763.0,6339.0,32610.0,79304.0,64986.0,2011.0,8.0,23.0,1,0
The Art of Startup Fundraising,Alejandro Cremades,446.0,77.0,4.02,224.0,?,0,11.0,18.0,85.0,168.0,164.0,2016.0,4.0,11.0,0,0
The Elementary Particles,Michel Houellebecq,27580.0,1668.0,3.8,272.0,English,0,964.0,2170.0,6192.0,10455.0,7799.0,2001.0,11.0,13.0,1,1
The Unwords,Non Nomen,259.0,40.0,3.64,90.0,English,0,17.0,38.0,52.0,66.0,86.0,2012.0,3.0,9.0,0,0
"Sex: How to Get More of It: A guy's roadmap to paradise, in and out of the bedroom",Jodi Ambrose,46.0,16.0,4.11,56.0,English,0,1.0,5.0,7.0,8.0,25.0,2011.0,2.0,3.0,0,0
Tiger's Voyage,Colleen Houck,29873.0,2229.0,4.34,560.0,English,1,465.0,1048.0,3713.0,7419.0,17228.0,2011.0,11.0,1.0,0,0
Brazen Violations,Jonathan Macpherson,89.0,16.0,4.15,201.0,English,0,3.0,7.0,9.0,25.0,45.0,2016.0,7.0,24.0,0,0
Touch Me,T.H. Snyder,751.0,183.0,3.77,282.0,English,1,41.0,64.0,164.0,243.0,239.0,2013.0,8.0,26.0,0,0
The Valley of Unknowing,Philip Sington,311.0,54.0,3.83,304.0,English,0,10.0,23.0,70.0,116.0,92.0,2012.0,4.0,22.0,1,0
Just Around The Bend: Más o Menos,Renée Paule,61.0,26.0,4.49,168.0,English,0,1.0,3.0,7.0,4.0,46.0,2014.0,10.0,1.0,0,0
Pretties,Scott Westerfeld,221124.0,10002.0,3.85,370.0,English,1,4234.0,14889.0,56639.0,78978.0,66384.0,2005.0,11.0,1.0,0,0
Broken Point,Donna K. Childree,75.0,13.0,3.87,236.0,English,1,8.0,8.0,8.0,13.0,38.0,2013.0,3.0,5.0,0,1
Flipped,Wendelin Van Draanen,91872.0,7085.0,3.95,212.0,English,0,1335.0,5288.0,21466.0,32165.0,31618.0,2003.0,5.0,13.0,1,1
The Dirty Truth,T.J. Anderson,74.0,17.0,4.3,0.0,?,0,3.0,3.0,7.0,17.0,44.0,2010.0,4.0,19.0,0,1
Oath Taker,Audrey Grey,1137.0,200.0,4.06,317.0,English,1,18.0,48.0,213.0,425.0,433.0,2019.0,5.0,23.0,0,0
What We Think We Become,Durgesh Satpathy,20.0,3.0,4.45,125.0,English,0,0.0,2.0,2.0,1.0,15.0,2018.0,12.0,22.0,0,0
"Deadly Pretty Strangers: One dead body, one bereaved mother, one small favour ... and a whole load of bullets",Max Thorn,31.0,14.0,4.29,314.0,?,0,0.0,2.0,3.0,10.0,16.0,2017.0,11.0,12.0,0,0
Samarkand,Amin Maalouf,18866.0,1530.0,4.22,304.0,English,0,150.0,537.0,2650.0,7198.0,8331.0,2003.0,9.0,1.0,1,1
The Book of Jubilees,Eric M. Black,9.0,5.0,4.89,183.0,English,0,0.0,0.0,0.0,1.0,8.0,2015.0,10.0,24.0,1,0
Lucky Go Happy: Make Happiness Happen!,Paul Van Der Merwe,72.0,19.0,4.36,108.0,English,0,1.0,2.0,7.0,22.0,40.0,2014.0,10.0,21.0,0,0
View Points and Points of View: A 'Phoetry Book' from Cornwall,Clive Blake,39.0,9.0,4.05,112.0,English,0,3.0,2.0,5.0,9.0,20.0,2009.0,2.0,6.0,0,1
Selected Stories of Anton Chekhov,Anton Chekhov,32870.0,795.0,4.35,467.0,English,0,230.0,716.0,3868.0,10452.0,17604.0,2000.0,10.0,31.0,1,1
A Unique Kind of Love,Jasmine  Rose,988.0,172.0,4.19,?,English,0,51.0,54.0,118.0,199.0,566.0,2014.0,4.0,24.0,0,1
The Bridge of San Luis Rey,Thornton Wilder,27932.0,1869.0,3.8,160.0,English,0,581.0,2064.0,7554.0,9821.0,7912.0,2003.0,4.0,15.0,1,1
The Eight,Katherine Neville,31892.0,2521.0,3.91,598.0,English,1,931.0,2246.0,6573.0,11077.0,11065.0,1990.0,1.0,14.0,1,1
The Shadow of the Torturer,Gene Wolfe,19907.0,1197.0,3.79,262.0,English,1,743.0,1863.0,4514.0,6410.0,6377.0,1984.0,6.0,3.0,1,1
Monstrous Regiment,Terry Pratchett,56056.0,1641.0,4.2,496.0,English,1,375.0,1707.0,9044.0,19939.0,24991.0,2003.0,9.0,25.0,1,0
Rendezvous with Rama,Arthur C. Clarke,121692.0,3606.0,4.09,243.0,English,1,922.0,4445.0,23552.0,47021.0,45752.0,2000.0,10.0,22.0,1,1
The Life and Times of the Thunderbolt Kid,Bill Bryson,52389.0,4455.0,3.94,288.0,English,0,797.0,2636.0,11979.0,20346.0,16631.0,2006.0,10.0,17.0,0,1
Going Gone,Abraham Lopez,134.0,17.0,4.1,280.0,English,0,0.0,2.0,25.0,64.0,43.0,2018.0,1.0,16.0,1,0
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,195746.0,12266.0,3.95,217.0,English,0,5438.0,10132.0,39786.0,73603.0,66787.0,2013.0,3.0,11.0,0,0
Horns,Joe Hill,92584.0,8145.0,3.92,370.0,English,0,1921.0,4897.0,20351.0,37089.0,28326.0,2010.0,3.0,1.0,1,1
V.,Thomas Pynchon,18017.0,953.0,3.96,640.0,French,0,496.0,1018.0,3464.0,6715.0,6324.0,2001.0,1.0,2.0,1,1
Magician,Raymond E. Feist,55688.0,1387.0,4.32,681.0,English,1,606.0,1658.0,6825.0,16856.0,29743.0,2009.0,10.0,22.0,1,1
